Sport ,,Sport Persian,Competition,Country, Country Persian,Competition Persian
Basketball,BASKETBALL,بسکتبال,B.League - B2,Japan,ژاپن,بی لیگ-بی ۲
Basketball,BASKETBALL,بسکتبال,Division 3,Japan,ژاپن,دسته ۳ ژاپن
Basketball,BASKETBALL,بسکتبال,Norway Kvinneligaen Women,Norway,نروژ,کویین لیگ زنان
Basketball,BASKETBALL,بسکتبال,LNB,Chile,شیلی,ال ان بی شیلی
Basketball,BASKETBALL,بسکتبال,Ukraine Cup,Ukraine,اوکراین,جام بسکتبال اوکراین
Basketball,BASKETBALL,بسکتبال,Division 1,Saudi Arabia,عربستان سعودی,دسته یک
Basketball,BASKETBALL,بسکتبال,LNBP,Mexico,مکزیک,ال ان بی پی
Basketball,BASKETBALL,بسکتبال,Premier League,Belarus,بلاروس,لیگ برتر
Basketball,BASKETBALL,بسکتبال,First League,Serbia,صربستان,لیگ اول
Basketball,BASKETBALL,بسکتبال,ZSL Women,Serbia,صربستان,زد اس ال زنان صربستان
Snooker,SNOOKER,اسنوکر,Champions League,International,بین المللی,لیگ قهرمانی اسنوکر
Snooker,SNOOKER,اسنوکر,The Masters,International,بین المللی,لیگ مستر اسنوکر
Snooker,SNOOKER,اسنوکر,World Games,International,بین المللی,مسابقات جهانی اسنوکر
Snooker,SNOOKER,اسنوکر,Scottish Open,International,بین المللی,اپن اسکاتلند
Snooker,SNOOKER,اسنوکر,Players Championship,International,بین المللی,پلیر چمپیون شیپ
Snooker,SNOOKER,اسنوکر,World Grand Prix,International,بین المللی,جایزه بزرگ جهان
Snooker,SNOOKER,اسنوکر,China Championship,China,چین,قهرمانی چین
Golf,GOLF,گلف,US Open,International,بین المللی,آ زاد آمریکا بین المللی
Golf,GOLF,گلف,Open Championship,International,بین المللی,آزاد قهرمانی بین المللی
Golf,GOLF,گلف,2017 US Masters,International,بین المللی,مسترس آمریکا ۲۰۱۷ بین المللی
Golf,GOLF,گلف,Ryder Cup 2018,International,بین المللی,جام رایدر ۲۰۱۸ بین المللی
Golf,GOLF,گلف,PGA Championship,International,بین المللی,قهرمانی پی جی ای بین المللی
Golf,GOLF,گلف,Race to Dubai,International,بین المللی,ریس تو دبی
Golf,GOLF,گلف,LPGA Money List,International,بین المللی,مانی لیست ال پی جی ای بین المللی
Golf,GOLF,گلف,Panasonic Open India,International,بین المللی,آزاد پاناسونیک هند
Golf,GOLF,گلف,Dunlop Phoenix,International,بین المللی,تورنومنت دانلوپ فونیکس 
Golf,GOLF,گلف,DP World Tour Championship,International,بین المللی,قهرمانی تور دی پی ورلد
Golf,GOLF,گلف,NSW Open,International,بین المللی, آزاد ان اس وی 
Golf,GOLF,گلف,Sanya Open W,International,بین المللی,سانیا آزاد زنان
Golf,GOLF,گلف,RSM Classic,International,بین المللی,آر اس ام کلاسیک 
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Aviva Premiership,England,انگلیس,لیگ برتر انگلیس آویوا
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Rugby Championship,International,بین المللی,قهرمانی راگبی 
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Super Rugby - Playoffs,International,بین المللی,سوپر راگبی-  پلی آف ها
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Super Rugby,International,بین المللی,سوپر راگبی
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,European Champions Cup - Quarter Finals,International,بین المللی,جام قهرمانی اروپا - یک چهارم نهایی
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Autumn International Rugby,International,بین المللی,راگبی بین المللی پاییزه
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,LV Anglo-Welsh Cup,International,بین المللی,جام ال وی آنگلو  ولز 
Rugby Union,RUGBY_UNION,راگبی ۱۵ نفره,Top 14,France,فرانسه,تاپ ۱۴
Baseball,BASEBALL,بیسبال,KBO,South Korea,کره جنوبی,کی بی او  کره جنوبی
Baseball,BASEBALL,بیسبال,MLB,United States,آمریکا,لیگ برتر بیسبال آمریکا
Baseball,BASEBALL,بیسبال,World Baseball Classic - Semifinal,International,بین المللی,بیسبال جهانی کلاسیک- نیمه نهایی
Volleyball,VOLLEYBALL,والیبال,Vysshaya Liga B Women,Russia,روسیه,ویشایا لیگ دست دو   زنان
Volleyball,VOLLEYBALL,والیبال,Volleyball Slovakia Extraliga,Slovakia,اسلواکی,اکسترالیگا اسلواکی
Volleyball,VOLLEYBALL,والیبال,Extraliga Women,Slovakia,اسلواکی,اکسترالیگا زنان
Volleyball,VOLLEYBALL,والیبال,PlusLiga,Poland,لهستان,پلاس لهستان
Volleyball,VOLLEYBALL,والیبال,Orlen Liga Women,Poland,لهستان,ارلن لیگا زنان
Volleyball,VOLLEYBALL,والیبال,Serie A1 Women,Italy,ایتالیا,سری آ۱ زنان
Volleyball,VOLLEYBALL,والیبال,Serie A1,Italy,ایتالیا,سری آ۱ 
Volleyball,VOLLEYBALL,والیبال,Superliga Women,Brazil,برزیل,سوپرلیگا زنان
Volleyball,VOLLEYBALL,والیبال,1. Bundesliga Women,Germany,آلمان,بوندسگلیا زنان 
Volleyball,VOLLEYBALL,والیبال,Bulgaria - Superleague Men,Bulgaria,بلغارستان,سوپرلیگا مردان - بلغارستان
Volleyball,VOLLEYBALL,والیبال,Bulgaria - Superliga Women,Bulgaria,بلغارستان,سوپرلیگا زنان- بلغارستان 
Volleyball,VOLLEYBALL,والیبال,Divizia A1 Women,Romania,رومانی,لیگ ۱ زنان
Volleyball,VOLLEYBALL,والیبال,Pro A,France,فرانسه,پرو آ
Volleyball,VOLLEYBALL,والیبال,Volleyligaen,Denmark,دانمارک,والی لیگان 
Volleyball,VOLLEYBALL,والیبال,Volleyligaen Women,Denmark,دانمارک,والی لیگان زنان
Volleyball,VOLLEYBALL,والیبال,Liga,Serbia,صربستان,لیگا
Volleyball,VOLLEYBALL,والیبال,Liga Women,Serbia,صربستان,لیگا زنان
Volleyball,VOLLEYBALL,والیبال,NLA Women,Switzerland,سوئیس,ان ال آ زنان 
Futsal,FUTSAL,فوتسال,SuperLiga,Russia,روسیه,سوپرلیگا روسیه
Futsal,FUTSAL,فوتسال,Liga Nacional,Spain,اسپانیا,لیگ ملی اسپانیا
Futsal,FUTSAL,فوتسال,Serie A,Italy,ایتالیا,سری آ ایتالیا
Futsal,FUTSAL,فوتسال,NB I,Hungary,مجارستان,لیگ برتر فوتسال مجارستان
Futsal,FUTSAL,فوتسال,Chance Futsal Liga,Czech Republic,جمهوری چک,لیگ فوتسال چنس
Handball,HANDBALL,هندبال,Liga ASOBAL,Spain,اسپانیا,هندبال لیگ اسپانیا
Handball,HANDBALL,هندبال,Division de Honor Plata,Spain,اسپانیا,دسته ده آنر پلاتا
Handball,HANDBALL,هندبال,DKB Handball - Bundesliga,Germany,آلمان,دی کی بی بوندسلیگا آلمان
Handball,HANDBALL,هندبال,2. Bundesliga,Germany,آلمان,بوندسلیگا ۲ آلمان
Handball,HANDBALL,هندبال,1. Bundesliga Women,Germany,آلمان,بوندسلیگا زنان آلمان
Handball,HANDBALL,هندبال,NLA,Switzerland,سوئیس,ان ال ای سوئیس
Handball,HANDBALL,هندبال,Champions League - Men - Group B,International,بین المللی,لیگ قهرمانان بین المللی مردان -گروه B
Handball,HANDBALL,هندبال,Champions League - Women - Group B,International,بین المللی,لیگ قهرمانان بین المللی زنان -گروه B
Handball,HANDBALL,هندبال,Champions League - Women - Group C,International,بین المللی,لیگ قهرمانان بین المللی زنان -گروه C
Handball,HANDBALL,هندبال,Champions League - Men - Group A,International,بین المللی,لیگ قهرمانان بین المللی مردان -گروه A
Handball,HANDBALL,هندبال,Champions League - Men - Group D,International,بین المللی,لیگ قهرمانان بین المللی مردان -گروه D
Handball,HANDBALL,هندبال,Champions League - Men - Group C,International,بین المللی,لیگ قهرمانان بین المللی مردان -گروه C
Handball,HANDBALL,هندبال,Champions League - Women - Group D,International,بین المللی,لیگ قهرمانان بین المللی زنان -گروه D
Handball,HANDBALL,هندبال,Champions League - Women - Group A,International,بین المللی,لیگ قهرمانان بین المللی زنان -گروه A
Handball,HANDBALL,هندبال,EHF Cup - Men,International,بین المللی,جام ای اچ اف مردان 
Handball,HANDBALL,هندبال,World Championship - Men - Quarter Finals,International,بین المللی,قهرمانی جهان مردان مرحله یک چهارم نهایی 
Handball,HANDBALL,هندبال,World Championship - Men - Semi Finals,International,بین المللی,قهرمانی جهان مردان مرحله یک نیمه نهایی 
Handball,HANDBALL,هندبال,Champions League - Men - Final,International,بین المللی,لیگ قهرمانان مردان فینال
Handball,HANDBALL,هندبال,Champions League - Men - Semi Finals,International,بین المللی,لیگ قهرمانان مردان نیمه نهایی
Handball,HANDBALL,هندبال,EHF Cup - Women,International,بین المللی,جام هندبال زنان اروپا
Handball,HANDBALL,هندبال,Challenge Cup Women,International,بین المللی,جام چلنجر زنان 
Handball,HANDBALL,هندبال,Elit Serien,Sweden,سوئد,سوئد - لیگ برتر
Handball,HANDBALL,هندبال,Allsvenskan,Sweden,سوئد,آلسونسکان
Handball,HANDBALL,هندبال,Division 1 Södra,Sweden,سوئد,دست یک جنوبی
Handball,HANDBALL,هندبال,Division 1 Norra,Sweden,سوئد,دست یک شمالی
Handball,HANDBALL,هندبال,Allsvenskan Women,Sweden,سوئد,آلسونسکان زنان
Handball,HANDBALL,هندبال,Czech Handball Extraliga,Czech Republic,جمهوری چک,اکسترا لیگا جمهوری چک
Handball,HANDBALL,هندبال,HLA,Austria,اتریش,اچ ال ای 
Handball,HANDBALL,هندبال,888ligaen,Denmark,دانمارک,لیگ دانمارک
Handball,HANDBALL,هندبال,1. Division,Denmark,دانمارک,لیگ دسته اول 
Handball,HANDBALL,هندبال,Grundigligaen,Norway,نروژ,گراندیگ لیگا
Handball,HANDBALL,هندبال,Grundigligaen women,Norway,نروژ,گراندیگ لیگا بانوان
Handball,HANDBALL,هندبال,Liga Nationala,Romania,رومانی,ناسیونال
Handball,HANDBALL,هندبال,Miesten SM-Liiga,Finland,فنلاند,میستن اس ام لیگا
Handball,HANDBALL,هندبال,A1,Greece,یونان,آ۱
Handball,HANDBALL,هندبال,Superlig,Turkey,ترکیه,سوپرلیگ ترکیه
Handball,HANDBALL,هندبال,NB I,Hungary,مجارستان,ان بی ۱ مجارستان
Handball,HANDBALL,هندبال,NB I Women,Hungary,مجارستان,ان بی ۱  زنان مجارستان
Handball,HANDBALL,هندبال,PGNiG Superliga,Poland,لهستان,سوپرلیگ
Handball,HANDBALL,هندبال,Ekstraklasa  Women,Poland,لهستان,اکستراکلاسا زنان
Handball,HANDBALL,هندبال,Superleague Women,Russia,روسیه,سوپرلیگ زنان روسیه
Handball,HANDBALL,هندبال,Cup,Estonia,استونی,جام استونی
Handball,HANDBALL,هندبال,Extraliga,Slovakia,اسلواکی,اکسترالیگا
Handball,HANDBALL,هندبال,1. NLB Liga,Slovenia,اسلوونی,لیگ ۱ ان ال بی
Handball,HANDBALL,هندبال,Championship,Algeria,الجزایر,قهرمانی الجزایر
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,NLA,Switzerland,سوئیس,لیگ ملی آ سوئیس
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Ice Hockey Extraliga,Czech Republic,جمهوری چک,اکسترالیگا آیس هاکی
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,1. Liga,Czech Republic,جمهوری چک,لیگ ۱ جمهوری چک
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,VHL,Russia,روسیه,وی اچ ال روسیه
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,KHL,Russia,روسیه,کی اچ ال روسیه 
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,MHL,Russia,روسیه,ام اچ ال روسیه
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Liiga,Finland,فنلاند,لیگا فنلاند
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Mestis,Finland,فنلاند,مستیس فنلاند
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,DEL2,Germany,آلمان,دل ۲ آلمان
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,DEL,Germany,آلمان,دل آلمان
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Get-ligaen,Norway,نروژ,گت لیگائن نروژ
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Metal Ligaen,Denmark,دانمارک,متال لیگائن دانمارک
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,EBEL,Austria,اتریش,ابل اتریش
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Alps Hockey League,Austria,اتریش,لیگ آلپ
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Tipsport Liga,Slovakia,اسلواکی,تیپ اسپورت لیگا اسلواکی
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,1. Liga,Slovakia,اسلواکی,لیگ ۱
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,HockeyAllsvenskan,Sweden,سوئد,هاکی آلسونسکان
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,SHL,Sweden,سوئد,اس اچ ال
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,NHL,United States,آمریکا,ان اچ ال
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Ligue Magnus,France,فرانسه,لیگ ماگنوس
Ice Hockey,ICE_HOCKEY,هاکی روی یخ ,Polish Hockey League,Poland,لهستان,لیگ هاکی لهستان
Floorball,FLOORBALL,فلوربال,Superligan,Sweden,سوئد,سوپرلیگان سوئد
Floorball,FLOORBALL,فلوربال,Allsvenskan Sodra,Sweden,سوئد,آلسونسکان جنوب
Floorball,FLOORBALL,فلوربال,Allsvenskan Norra,Sweden,سوئد,آلسونسکان شمال
Floorball,FLOORBALL,فلوربال,Elitserien Women,Sweden,سوئد, بانوان الیت سرین
Floorball,FLOORBALL,فلوربال,Floorball Extraliga CZ,Czech Republic,جمهوری چک,اکسترالیگا جمهوری چک
Floorball,FLOORBALL,فلوربال,Unihoc Ligaen,Denmark,دانمارک,لیگا یونی هوک
Floorball,FLOORBALL,فلوربال,Salibandyliiga,Finland,فنلاند,سالی بندی لیگا
Badminton,BADMINTON,بدمینتون,World Championships Women,International,بین المللی,قهرمانی بدمینتون زنان جهان 
Badminton,BADMINTON,بدمینتون,Tahoe China Open Doubles,China,چین,اپن تاهو چین دابل
Badminton,BADMINTON,بدمینتون,Tahoe China Open Women Doubles,China,چین,اپن تاهو چین دابل زنان
Darts,DARTS,دارت,European Tour 6,International,بین المللی,تور ۶ اروپا
Darts,DARTS,دارت,World Championship Women,International,بین المللی,قهرمانی زنان 
Darts,DARTS,دارت,BDO World Championship,International,بین المللی,قهرمانی جهانی بی دی او 
Darts,DARTS,دارت,European Championship,International,بین المللی,قهرمانی اروپا 
Darts,DARTS,دارت,Grand Slam - Play Offs,International,بین المللی,گرند اسلم- دور حذفی
Rugby League,RUGBY_LEAGUE,راگبی ۱۳ نفره,World Cup,International,بین المللی,جام جهانی 
Rugby League,RUGBY_LEAGUE,راگبی ۱۳ نفره,Rugby League World Cup - Quarter Finals,International,بین المللی,جام جهانی راگبی- یک چهارم نهایی
Rugby League,RUGBY_LEAGUE,راگبی ۱۳ نفره,Auckland Nines,Australia,استرالیا,اوکلند ناینز استرالی
Rugby League,RUGBY_LEAGUE,راگبی ۱۳ نفره,NRL,Australia,استرالیا,ان آر ال 
Table tennis,TABLE_TENNIS,تنیس روی میز,ITTF Swedish Open Women,Sweden,سوئد,فدراسیون بین المللی آزاد زنان سوئد
Table tennis,TABLE_TENNIS,تنیس روی میز,ITTF Swedish Open,Sweden,سوئد,فدراسیون بین المللی آزاد سوئد
Boxing,BOXING,بوکس,Upcoming Fights,International,بین المللی,رقابت های پیش رو
Boxing,BOXING,بوکس,UFC,International,بین المللی,یو اف سی
American Football,AMERICAN_FOOTBALL,فوتبال آمریکایی,CFL,Canada,کانادا,لیگ کانادا
American Football,AMERICAN_FOOTBALL,فوتبال آمریکایی,NCAA Football,United States,آمریکا,ان سی آآ فوتبال آمریکایی 
American Football,AMERICAN_FOOTBALL,فوتبال آمریکایی,NFL,United States,آمریکا,لیگ ملی فوتبال آمریکایی (ان اف ال)
Cricket,CRICKET,کریکت,One Day International Series,International,بین المللی,سری بین المللی یک روزه
Cricket,CRICKET,کریکت,ICC World Cup Women,International,بین المللی,جام جهانی آی سی سی زنان
Cricket,CRICKET,کریکت,ICC Champions Trophy - Semi Finals,England,انگلیس,جام قهرمانی آی سی سی- نیمه نهایی
Cricket,CRICKET,کریکت,Premier League,India,هند,لیگ برتر هند
Cricket,CRICKET,کریکت,Ford Trophy,New Zealand,نیوزیلند,فورد تراپی
Cricket,CRICKET,کریکت,BPL T20,Bangladesh,بنگلادش,لیگ برتر بنگلادش تی۲۰
Cricket,CRICKET,کریکت,CSA T20 Challenge,South Africa,آفریقا جنوبی,سی اس ای چلنج تی ۲۰
E-Games,ESPORTS,بازی های الکترونیکی,Dota 2. Prodota Cup,International,بین المللی,Dota 2. Prodota Cup
E-Games,ESPORTS,بازی های الکترونیکی,CS:GO. Gfinity League,International,بین المللی,CS:GO. Gfinity League
E-Games,ESPORTS,بازی های الکترونیکی,Dota 2. JoinDota League,International,بین المللی,Dota 2. JoinDota League
E-Games,ESPORTS,بازی های الکترونیکی,Rocket League. Gfinity Elite Series,International,بین المللی,Rocket League. Gfinity Elite Series
E-Games,ESPORTS,بازی های الکترونیکی,CS:GO. CEVO,International,بین المللی,CS:GO. CEVO
E-Games,ESPORTS,بازی های الکترونیکی,CS:GO. Legend Series,International,بین المللی,CS:GO. Legend Series
E-Games,ESPORTS,بازی های الکترونیکی,CS:GO. IEM,International,بین المللی,CS:GO. IEM
E-Games,ESPORTS,بازی های الکترونیکی,World of Tanks. Wargaming League,International,بین المللی,World of Tanks. Wargaming League
E-Games,ESPORTS,بازی های الکترونیکی,Dota 2. Midas Mode,International,بین المللی,Dota 2. Midas Mode
E-Games,ESPORTS,بازی های الکترونیکی,CS:GO. Play2Live,International,بین المللی,CS:GO. Play2Live